Name,姓名,Linked to,社會關係人姓名,Kin/Non,Link,聯繫,Index Place,指數地址,Index Year,Node's Index Year,PersonID,NodeID,X,Y,Node Index Place,社會關係人籍貫,Node X,Node Y,Edge Dist.,Count,Addr. Type,指數地址類,Node Addr. Type,關係人指數地址類,Text Title:,Distance 距離,Index Year Type,指數年類別,Index Year Type Code,Node Index Year Type,關係人指數年類別,Node Index Year Type Code,Dynasty,朝代,Dynasty Code,Node Dynasty,關係人朝代,Node Dynasty Code,Source,出處
Liu Yuxi,劉禹錫,Zhang Deng,張登,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,381806,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Han Ye,韓曄,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,382345,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Zhou Zai,周載,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,383304,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Pang Yan,龐嚴,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445068,112.38263,34.665276,,,,,2,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shi Fangji,釋方及,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445091,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Tang Ruhui,唐如晦,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445202,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shi Wenyue,釋文約,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445227,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Guo Xingyu,郭行餘,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445341,112.38263,34.665276,,,,,2,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Wang Fan,王璠,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445453,112.38263,34.665276,,,,,2,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Wang Shilu,王師魯,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445490,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Wang Shiceng,王師曾,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445491,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Wang Sidao,王思道,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445637,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Wang Gongyi,王公易,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445668,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shi Yuanhao,釋元暠,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445754,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shi Yuanxiao,釋元曉,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445757,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shi Yuanjian,釋元簡,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445769,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shi Xiaoyun,釋霄韻,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445771,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Jia Su,賈餗,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445875,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Zhang Zhengfu,張正甫,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445904,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Zhang Fuyuan,張復元,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,445985,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Zhang Tiao,張苕,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446046,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Zhang Shu,張署,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446090,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Zhang Guan,張盥,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446107,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Pei Tong,裴通,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446186,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Pei Changyu,裴昌禹,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446212,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Sun Jian,孫簡,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446307,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shi Junsu,釋君素,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446401,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Mao Yu,毛于,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446450,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,He Kan,何戡,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446595,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Mou Xingshi,某行式,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446600,112.38263,34.665276,,,,,2,3,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Xiong Rudeng,熊孺登,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446622,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Cui Yuanshou,崔元受,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446682,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Cui Qun,崔羣,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446704,112.38263,34.665276,,,,,2,7,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Cui You,崔侑,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446722,112.38263,34.665276,,,,,2,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Cui Guicong,崔龜從,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446733,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shi Zhongzhi,釋仲剬,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446892,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Zhu Yougong,朱幼恭,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446908,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Bai Cuier,白崔兒,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446945,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Huangfu Shu,皇甫曙,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446973,112.38263,34.665276,,,,,2,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Xuanshi,儇師,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,446981,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Wu Shiju,吳士矩,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447035,112.38263,34.665276,,,,,2,4,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Cheng Yi,程異,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447063,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Xu Fang,徐放,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447187,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Fang Kaishi,房開士,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447269,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Li Shi(Li Chun's Daughter),李氏(李純女),N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447276,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shi Baoyun,釋寶韻,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447310,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shi Zongmi,釋宗密,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,780,33606,447346,112.38263,34.665276,Xichong,西充,105.880943,31.010458,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],730.5716323,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Feng Shuda,馮叔達,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447401,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shen Chuanshi,沈傳師,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447485,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shi Haochu,釋浩初,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447518,112.38263,34.665276,,,,,2,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Shi Hongju,釋鴻舉,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447590,112.38263,34.665276,,,,,2,3,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Hun Hao,渾鎬,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447594,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Hun Hui,渾鐬,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447596,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Li Geng,李庚,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447708,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Li Deyou,李德脩,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447846,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Li Rengshu,李仍叔,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,447893,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Li Daoshu,李道樞,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448033,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Li Youlu,李友路,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448039,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Li Jingjian,李景儉,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448187,112.38263,34.665276,,,,,2,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Li Chang,李畼,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448198,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Li Ce,李策,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448271,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Li Guangyan,李光顏,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448280,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Wei Hongjing,韋弘景,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448320,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Wei Zhen,韋縝,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448353,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Wei Daochong,韋道冲,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448399,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Yuan Zi,袁滋,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448470,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Xiao Ti,蕭俶,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448606,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Xiao Huan,蕭澣,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448620,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Su Jingyin,蘇景胤,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448684,112.38263,34.665276,,,,,2,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Fan Su,樊素,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448706,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Han Bin,韓賓,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448731,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Yingying,英英,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448768,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Xue Yangtao,薛陽陶,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448849,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Liu Yuxi,劉禹錫,Cai Jing,蔡京,N,Presented literary composition as gift to,贈詩、文,Luoyang,洛陽,772,,33606,448891,112.38263,34.665276,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
